ae		c	d	f	35599.79555555556
be		c	d	f	41449.15111111112
ce		b	d	f	42677.768888888895
de		b	c	f	29429.203333333335
ee		c	d	f	31379.637777777785
fe		b	c	d	24590.72777777778
ge		b	c	d	23449.496666666673
he		b	c	d	18602.10666666667
ie		b	c	d	14142.855555555558
je		b	c	d	39391.65666666668
ke		b	c	d	37908.16333333334
le		b	c	d	38317.925555555565
me		b	c	d	36732.587777777786
ne		b	c	d	36396.51555555557
oe		b	c	d	34742.605555555565
pe		b	c	d	40833.67111111112
re		b	c	d	40244.99000000001
qe		b	c	d	41517.524444444454
se		b	c	d	36509.116666666676
te		b	c	d	37206.84111111112
ue		b	c	d	37440.768888888895
ve		b	c	d	40943.68111111112
we		b	c	d	38592.3688888889
xe		b	c	d	38885.6688888889
ye		b	c	d	35442.01444444445
ze		b	c	d	39735.08222222223
 e		b	c	d	117281.8811111111
,e		b	c	d	115576.3322222222
.e		b	c	d	116450.51999999999
-e		b	c	d	31379.637777777785
af		c	d	e	10575.526666666665
bf		c	d	e	5960.66
cf		b	d	e	7189.277777777777
df		b	c	e	4579.692222222222
ef		b	c	d	20471.88777777778
ff		c	d	e	16994.34888888889
gf		b	c	d	38881.02777777779
hf		b	c	d	34033.63777777778
if		b	c	d	29574.38666666667
jf		b	c	d	25006.367777777778
kf		b	c	d	23522.874444444446
lf		b	c	d	23932.63666666667
mf		b	c	d	22347.298888888887
nf		b	c	d	22011.22666666667
of		b	c	d	20357.31666666667
pf		b	c	d	26448.382222222222
rf		b	c	d	25859.701111111113
qf		b	c	d	27132.235555555555
sf		b	c	d	22123.827777777777
tf		b	c	d	22821.55222222222
uf		b	c	d	23055.48
vf		b	c	d	26558.39222222222
wf		b	c	d	24207.08
xf		b	c	d	24500.38
yf		b	c	d	21056.725555555553
zf		b	c	d	25349.79333333333
 f		b	c	d	102896.5922222222
,f		b	c	d	101191.0433333333
.f		b	c	d	102065.23111111109
-f		b	c	d	16994.34888888889
ag		c	d	e	10625.557777777776
bg		c	d	e	6010.691111111111
cg		b	d	e	7208.366666666667
dg		b	c	e	3762.3011111111114
eg		b	c	d	19654.49666666667
fg		b	c	d	39204.867777777785
gg		c	d	e	16207.900000000001
hg		b	c	d	33431.50888888889
ig		b	c	d	28972.25777777778
jg		b	c	d	24404.23888888889
kg		b	c	d	22736.425555555557
lg		b	c	d	23146.18777777778
mg		b	c	d	21560.85
ng		b	c	d	21224.77777777778
og		b	c	d	19570.86777777778
pg		b	c	d	25661.933333333334
rg		b	c	d	25073.252222222225
qg		b	c	d	26345.786666666667
sg		b	c	d	21337.37888888889
tg		b	c	d	22035.10333333334
ug		b	c	d	22269.031111111115
vg		b	c	d	25771.943333333333
wg		b	c	d	23420.631111111114
xg		b	c	d	23713.931111111113
yg		b	c	d	20270.276666666665
zg		b	c	d	24563.344444444443
 g		b	c	d	102110.14333333331
,g		b	c	d	100404.59444444443
.g		b	c	d	101278.7822222222
-g		b	c	d	16207.900000000001
ah		c	d	e	11249.63
bh		c	d	e	6634.763333333334
ch		b	d	e	7832.438888888889
dh		b	c	e	568.968888888889
eh		b	c	d	16461.16444444445
fh		b	c	d	36011.53555555556
gh		b	c	d	35085.56666666667
hh		c	d	e	12559.534444444445
ih		b	c	d	29233.483333333337
jh		b	c	d	24665.46444444445
kh		b	c	d	22997.651111111114
lh		b	c	d	19497.822222222225
mh		b	c	d	17912.484444444446
nh		b	c	d	17576.41222222222
oh		b	c	d	15922.502222222221
ph		b	c	d	22013.56777777778
rh		b	c	d	21424.886666666665
qh		b	c	d	22697.42111111111
sh		b	c	d	17689.013333333336
th		b	c	d	18386.73777777778
uh		b	c	d	18620.66555555556
vh		b	c	d	22123.577777777777
wh		b	c	d	19772.265555555558
xh		b	c	d	20065.565555555557
yh		b	c	d	16621.911111111112
zh		b	c	d	20914.97888888889
 h		b	c	d	98461.77777777775
,h		b	c	d	96756.22888888887
.h		b	c	d	97630.41666666664
-h		b	c	d	12559.534444444445
ai		c	d	e	25455.14555555555
bi		c	d	e	20840.27888888889
ci		b	d	e	22037.95444444444
di		b	c	e	15573.206666666665
ei		b	c	d	11692.69111111111
fi		b	c	d	31243.062222222226
gi		b	c	d	30317.093333333338
hi		b	c	d	28924.261111111115
ii		c	d	e	27563.772222222226
ji		b	c	d	40906.59111111112
ki		b	c	d	39238.77777777778
li		b	c	d	35738.948888888895
mi		b	c	d	32916.722222222226
ni		b	c	d	32580.65
oi		b	c	d	30926.74
pi		b	c	d	37017.80555555556
ri		b	c	d	36429.124444444446
qi		b	c	d	37701.658888888895
si		b	c	d	32693.251111111116
ti		b	c	d	33390.97555555556
ui		b	c	d	33624.903333333335
vi		b	c	d	37127.81555555556
wi		b	c	d	34776.50333333334
xi		b	c	d	35069.80333333334
yi		b	c	d	31626.148888888893
zi		b	c	d	35919.21666666667
 i		b	c	d	113466.01555555554
,i		b	c	d	111760.46666666665
.i		b	c	d	112634.65444444443
-i		b	c	d	27563.772222222226
aj		c	d	e	42549.47555555556
bj		c	d	e	37934.60888888889
cj		b	d	e	39132.28444444445
dj		b	c	e	38546.13222222222
ej		b	c	d	34665.61666666667
fj		b	c	d	24399.16777777778
gj		b	c	d	23473.19888888889
hj		b	c	d	22080.36666666667
ij		b	c	d	38630.715555555566
jj		c	d	e	50536.69777777779
kj		b	c	d	60561.018888888895
lj		b	c	d	57061.19000000001
mj		b	c	d	54238.96333333334
nj		b	c	d	55553.575555555566
oj		b	c	d	53899.66555555557
pj		b	c	d	59990.73111111113
rj		b	c	d	59402.05000000001
qj		b	c	d	60674.58444444446
sj		b	c	d	55666.17666666667
tj		b	c	d	56363.90111111112
uj		b	c	d	56597.82888888889
vj		b	c	d	60100.741111111114
wj		b	c	d	57749.4288888889
xj		b	c	d	58042.7288888889
yj		b	c	d	54599.07444444446
zj		b	c	d	58892.14222222223
 j		b	c	d	136438.94111111108
,j		b	c	d	134733.3922222222
.j		b	c	d	135607.58
-j		b	c	d	50536.69777777779
ak		c	d	e	42544.58444444445
bk		c	d	e	37929.71777777778
ck		b	d	e	39127.39333333334
dk		b	c	e	37475.310000000005
ek		b	c	d	33594.794444444444
fk		b	c	d	23328.345555555556
gk		b	c	d	22218.056666666667
hk		b	c	d	20825.224444444444
ik		b	c	d	37375.57333333334
jk		b	c	d	60973.69000000001
kk		c	d	e	49465.87555555557
lk		b	c	d	56999.210000000014
mk		b	c	d	54176.983333333344
nk		b	c	d	55491.59555555557
ok		b	c	d	52828.84333333335
pk		b	c	d	58919.90888888891
rk		b	c	d	58331.22777777779
qk		b	c	d	59603.76222222224
sk		b	c	d	54595.354444444456
tk		b	c	d	55293.0788888889
uk		b	c	d	55527.006666666675
vk		b	c	d	59029.9188888889
wk		b	c	d	56678.60666666668
xk		b	c	d	56971.906666666684
yk		b	c	d	53528.25222222224
zk		b	c	d	57821.320000000014
 k		b	c	d	135368.1188888889
,k		b	c	d	133662.57
.k		b	c	d	134536.75777777776
-k		b	c	d	49465.87555555557
al		c	d	e	47938.08222222223
bl		c	d	e	43323.21555555556
cl		b	d	e	44520.891111111116
dl		b	c	e	39276.01
el		b	c	d	35395.49444444445
fl		b	c	d	25129.045555555556
gl		b	c	d	24018.756666666668
hl		b	c	d	18716.333333333332
il		b	c	d	35266.68222222223
jl		b	c	d	58864.7988888889
kl		b	c	d	58390.14777777779
ll		c	d	e	51266.575555555566
ml		b	c	d	53616.38777777779
nl		b	c	d	54931.000000000015
ol		b	c	d	52268.2477777778
pl		b	c	d	60720.608888888906
rl		b	c	d	60131.92777777779
ql		b	c	d	61404.46222222224
sl		b	c	d	56396.05444444445
tl		b	c	d	57093.7788888889
ul		b	c	d	57327.70666666667
vl		b	c	d	60830.618888888894
wl		b	c	d	58479.30666666668
xl		b	c	d	58772.60666666668
yl		b	c	d	55328.95222222224
zl		b	c	d	59622.02000000001
 l		b	c	d	137168.81888888887
,l		b	c	d	135463.27
.l		b	c	d	136337.45777777777
-l		b	c	d	51266.575555555566
am		c	d	e	42891.92888888889
bm		c	d	e	38277.06222222222
cm		b	d	e	39474.73777777778
dm		b	c	e	36724.77444444445
em		b	c	d	32844.258888888886
fm		b	c	d	22577.81
gm		b	c	d	21467.521111111113
hm		b	c	d	16165.097777777779
im		b	c	d	31478.55777777778
jm		b	c	d	55076.674444444456
km		b	c	d	54602.023333333345
lm		b	c	d	52650.49000000001
mm		c	d	e	48715.34000000001
nm		b	c	d	49520.248888888906
om		b	c	d	46857.49666666669
pm		b	c	d	55309.8577777778
rm		b	c	d	57580.692222222235
qm		b	c	d	58853.226666666684
sm		b	c	d	53844.8188888889
tm		b	c	d	54542.54333333334
um		b	c	d	54776.47111111112
vm		b	c	d	58279.38333333334
wm		b	c	d	55928.07111111112
xm		b	c	d	56221.371111111126
ym		b	c	d	52777.71666666668
zm		b	c	d	57070.784444444456
 m		b	c	d	134617.5833333333
,m		b	c	d	132912.03444444443
.m		b	c	d	133786.22222222222
-m		b	c	d	48715.34000000001
an		c	d	e	48591.13222222223
bn		c	d	e	43976.26555555556
cn		b	d	e	45173.94111111112
dn		b	c	e	38073.12
en		b	c	d	34192.60444444444
fn		b	c	d	23926.155555555553
gn		b	c	d	22815.86666666667
hn		b	c	d	17513.443333333333
in		b	c	d	32826.903333333335
jn		b	c	d	58075.704444444455
kn		b	c	d	57601.053333333344
ln		b	c	d	55649.52000000001
mn		b	c	d	51204.66666666668
nn		c	d	e	50063.68555555557
on		b	c	d	48788.39777777779
pn		b	c	d	57240.7588888889
rn		b	c	d	58929.03777777779
qn		b	c	d	60784.12777777779
sn		b	c	d	55193.164444444454
tn		b	c	d	55890.8888888889
un		b	c	d	56124.81666666667
vn		b	c	d	59627.728888888894
wn		b	c	d	57276.41666666668
xn		b	c	d	57569.71666666668
yn		b	c	d	54126.06222222224
zn		b	c	d	58419.13000000001
 n		b	c	d	135965.92888888888
,n		b	c	d	134260.38
.n		b	c	d	135134.56777777776
-n		b	c	d	50063.68555555557
ao		c	d	e	47642.27777777779
bo		c	d	e	43027.41111111112
co		b	d	e	44225.08666666668
do		b	c	e	36615.98777777779
eo		b	c	d	32735.47222222222
fo		b	c	d	22469.02333333333
go		b	c	d	21358.734444444446
ho		b	c	d	16056.31111111111
io		b	c	d	31369.771111111113
jo		b	c	d	56618.57222222224
ko		b	c	d	55135.07888888891
lo		b	c	d	53183.545555555575
mo		b	c	d	48738.69222222224
no		b	c	d	48985.17555555557
oo		c	d	e	48606.55333333335
po		b	c	d	55074.29333333336
ro		b	c	d	56762.57222222224
qo		b	c	d	58617.66222222224
so		b	c	d	53736.03222222224
to		b	c	d	54433.75666666668
uo		b	c	d	54667.68444444446
vo		b	c	d	58170.59666666668
wo		b	c	d	55819.28444444446
xo		b	c	d	56112.58444444447
yo		b	c	d	52668.93000000002
zo		b	c	d	56961.9977777778
 o		b	c	d	134508.79666666666
,o		b	c	d	132803.24777777778
.o		b	c	d	133677.43555555557
-o		b	c	d	48606.55333333335
ap		c	d	e	46384.65000000001
bp		c	d	e	41769.78333333334
cp		b	d	e	42967.4588888889
dp		b	c	e	40656.06666666667
ep		b	c	d	36775.55111111111
fp		b	c	d	26509.10222222222
gp		b	c	d	25398.813333333335
hp		b	c	d	20096.39
ip		b	c	d	35409.850000000006
jp		b	c	d	60658.651111111125
kp		b	c	d	59175.15777777779
lp		b	c	d	59584.92000000001
mp		b	c	d	55140.06666666668
np		b	c	d	55386.55000000001
op		b	c	d	53023.306666666685
pp		c	d	e	52646.63222222224
rp		b	c	d	63299.50444444446
qp		b	c	d	65154.59444444446
sp		b	c	d	60272.96444444446
tp		b	c	d	58473.83555555557
up		b	c	d	58707.76333333334
vp		b	c	d	62210.675555555565
wp		b	c	d	59859.36333333335
xp		b	c	d	60152.66333333335
yp		b	c	d	56709.00888888891
zp		b	c	d	61002.07666666668
 p		b	c	d	138548.87555555554
,p		b	c	d	136843.32666666666
.p		b	c	d	137717.51444444444
-p		b	c	d	52646.63222222224
ar		c	d	e	51569.36666666667
br		c	d	e	46954.5
cr		b	d	e	48152.17555555556
dr		b	c	e	41678.71444444444
er		b	c	d	37798.19888888889
fr		b	c	d	27531.75
gr		b	c	d	26421.461111111115
hr		b	c	d	21119.037777777783
ir		b	c	d	36432.49777777778
jr		b	c	d	61681.298888888894
kr		b	c	d	60197.80555555556
lr		b	c	d	60607.56777777778
mr		b	c	d	59022.23
nr		b	c	d	58686.157777777786
or		b	c	d	56322.914444444454
pr		b	c	d	64910.83333333334
rr		c	d	e	53669.280000000006
qr		b	c	d	62789.83333333334
sr		b	c	d	58977.965555555566
tr		b	c	d	57178.83666666668
ur		b	c	d	60217.617777777785
vr		b	c	d	63233.323333333334
wr		b	c	d	60882.01111111112
xr		b	c	d	61175.31111111112
yr		b	c	d	57731.65666666668
zr		b	c	d	62024.72444444445
 r		b	c	d	139571.52333333332
,r		b	c	d	137865.97444444444
.r		b	c	d	138740.1622222222
-r		b	c	d	53669.280000000006
aq		c	d	e	44586.70777777779
bq		c	d	e	39971.84111111112
cq		b	d	e	41169.51666666668
dq		b	c	e	40647.26222222223
eq		b	c	d	36766.746666666666
fq		b	c	d	26500.297777777778
gq		b	c	d	25390.00888888889
hq		b	c	d	20087.585555555557
iq		b	c	d	35401.04555555555
jq		b	c	d	60649.84666666668
kq		b	c	d	59166.35333333335
lq		b	c	d	59576.11555555557
mq		b	c	d	57990.77777777779
nq		b	c	d	58237.26111111112
oq		b	c	d	55874.01777777779
pq		b	c	d	64461.93666666668
rq		b	c	d	60485.84666666668
qq		c	d	e	52637.82777777779
sq		b	c	d	57459.30666666668
tq		b	c	d	55660.17777777779
uq		b	c	d	58698.9588888889
vq		b	c	d	62201.87111111112
wq		b	c	d	59850.5588888889
xq		b	c	d	60143.858888888906
yq		b	c	d	56700.20444444446
zq		b	c	d	60993.27222222224
 q		b	c	d	138540.0711111111
,q		b	c	d	136834.5222222222
.q		b	c	d	137708.71
-q		b	c	d	52637.82777777779
as		c	d	e	48264.58444444445
bs		c	d	e	43649.71777777778
cs		b	d	e	44847.39333333334
ds		b	c	e	38063.15666666667
es		b	c	d	34182.641111111116
fs		b	c	d	23916.192222222224
gs		b	c	d	22805.903333333332
hs		b	c	d	17503.48
is		b	c	d	32816.94
js		b	c	d	58065.74111111112
ks		b	c	d	56582.24777777779
ls		b	c	d	56992.01000000001
ms		b	c	d	55406.67222222223
ns		b	c	d	55070.60000000001
os		b	c	d	53416.69000000002
ps		b	c	d	62004.608888888906
rs		b	c	d	59098.28111111113
qs		b	c	d	59883.608888888906
ss		c	d	e	50053.72222222223
ts		b	c	d	53752.7877777778
us		b	c	d	56791.568888888905
vs		b	c	d	59807.274444444454
ws		b	c	d	57266.453333333346
xs		b	c	d	57559.75333333335
ys		b	c	d	54116.098888888904
zs		b	c	d	58409.16666666668
 s		b	c	d	135955.96555555554
,s		b	c	d	134250.41666666666
.s		b	c	d	135124.60444444444
-s		b	c	d	50053.72222222223
at		c	d	e	52173.333333333336
bt		c	d	e	47558.46666666667
ct		b	d	e	48756.142222222225
dt		b	c	e	39657.06333333333
et		b	c	d	35776.54777777778
ft		b	c	d	25510.09888888889
gt		b	c	d	24399.809999999998
ht		b	c	d	19097.386666666665
it		b	c	d	34410.846666666665
jt		b	c	d	59659.64777777778
kt		b	c	d	58176.15444444445
lt		b	c	d	58585.91666666667
mt		b	c	d	57000.57888888889
nt		b	c	d	56664.506666666675
ot		b	c	d	55010.59666666668
pt		b	c	d	61101.662222222236
rt		b	c	d	58195.33444444446
qt		b	c	d	58980.662222222236
st		b	c	d	54648.970000000016
tt		c	d	e	51647.628888888896
ut		b	c	d	55137.25777777779
vt		b	c	d	58152.96333333334
wt		b	c	d	55612.14222222223
xt		b	c	d	59153.66000000001
yt		b	c	d	55710.00555555557
zt		b	c	d	60003.07333333334
 t		b	c	d	137549.8722222222
,t		b	c	d	135844.3233333333
.t		b	c	d	136718.5111111111
-t		b	c	d	51647.628888888896
au		c	d	e	45018.27888888889
bu		c	d	e	40403.41222222222
cu		b	d	e	41601.08777777778
du		b	c	e	37828.759999999995
eu		b	c	d	33948.24444444444
fu		b	c	d	23681.79555555556
gu		b	c	d	22571.506666666668
hu		b	c	d	17269.083333333336
iu		b	c	d	32582.543333333335
ju		b	c	d	57831.34444444445
ku		b	c	d	56347.851111111115
lu		b	c	d	56757.613333333335
mu		b	c	d	55172.275555555556
nu		b	c	d	54836.20333333334
ou		b	c	d	53182.29333333334
pu		b	c	d	59273.3588888889
ru		b	c	d	59171.884444444455
qu		b	c	d	59957.21222222223
su		b	c	d	55625.52000000001
tu		b	c	d	53075.02666666668
uu		c	d	e	49819.32555555556
vu		b	c	d	59556.57555555556
wu		b	c	d	57015.75444444446
xu		b	c	d	60557.27222222224
yu		b	c	d	53881.70222222223
zu		b	c	d	58174.770000000004
 u		b	c	d	135721.56888888887
,u		b	c	d	134016.02
.u		b	c	d	134890.20777777774
-u		b	c	d	49819.32555555556
av		c	d	e	45326.282222222224
bv		c	d	e	40711.415555555555
cv		b	d	e	41909.09111111111
dv		b	c	e	40439.98777777777
ev		b	c	d	36559.47222222222
fv		b	c	d	26293.023333333338
gv		b	c	d	25182.734444444446
hv		b	c	d	19880.311111111114
iv		b	c	d	35193.77111111111
jv		b	c	d	60442.572222222225
kv		b	c	d	58959.07888888889
lv		b	c	d	59368.84111111111
mv		b	c	d	57783.503333333334
nv		b	c	d	57447.43111111112
ov		b	c	d	55793.52111111112
pv		b	c	d	61884.58666666668
rv		b	c	d	61295.90555555556
qv		b	c	d	62568.44000000001
sv		b	c	d	57749.54111111112
tv		b	c	d	55199.047777777785
uv		b	c	d	58664.891111111116
vv		c	d	e	52430.55333333334
wv		b	c	d	58758.20666666668
xv		b	c	d	62299.72444444446
yv		b	c	d	55624.15444444445
zv		b	c	d	60785.99777777778
 v		b	c	d	138332.79666666663
,v		b	c	d	136627.24777777775
.v		b	c	d	137501.43555555554
-v		b	c	d	52430.55333333334
aw		c	d	e	44961.212222222224
bw		c	d	e	40346.345555555556
cw		b	d	e	41544.02111111111
dw		b	c	e	38643.026666666665
ew		b	c	d	34762.51111111111
fw		b	c	d	24496.062222222226
gw		b	c	d	23385.773333333338
hw		b	c	d	18083.350000000002
iw		b	c	d	33396.810000000005
jw		b	c	d	58645.61111111112
kw		b	c	d	57162.117777777785
lw		b	c	d	57571.880000000005
mw		b	c	d	55986.542222222226
nw		b	c	d	55650.47000000001
ow		b	c	d	53996.56000000001
pw		b	c	d	60087.62555555557
rw		b	c	d	59498.94444444445
qw		b	c	d	60771.4788888889
sw		b	c	d	55763.071111111116
tw		b	c	d	53212.577777777784
uw		b	c	d	56678.42111111112
vw		b	c	d	59312.55777777779
ww		c	d	e	50633.59222222223
xw		b	c	d	59636.178888888906
yw		b	c	d	52960.6088888889
zw		b	c	d	58122.45222222223
 w		b	c	d	136535.83555555553
,w		b	c	d	134830.28666666665
.w		b	c	d	135704.47444444444
-w		b	c	d	50633.59222222223
ax		c	d	e	42067.66111111112
bx		c	d	e	37452.79444444445
cx		b	d	e	38650.47000000001
dx		b	c	e	38046.891111111116
ex		b	c	d	34166.375555555554
fx		b	c	d	23899.926666666666
gx		b	c	d	22789.637777777778
hx		b	c	d	17487.214444444446
ix		b	c	d	32800.67444444445
jx		b	c	d	58049.47555555557
kx		b	c	d	56565.982222222236
lx		b	c	d	56975.744444444455
mx		b	c	d	55390.40666666668
nx		b	c	d	55054.33444444446
ox		b	c	d	53400.42444444446
px		b	c	d	59491.49000000002
rx		b	c	d	58902.8088888889
qx		b	c	d	60175.34333333335
sx		b	c	d	55166.93555555557
tx		b	c	d	55864.66000000001
ux		b	c	d	59330.50333333335
vx		b	c	d	61964.640000000014
wx		b	c	d	58746.743333333354
xx		c	d	e	50037.45666666668
yx		b	c	d	50843.99555555557
zx		b	c	d	56005.8388888889
 x		b	c	d	134419.22222222222
,x		b	c	d	134234.1511111111
.x		b	c	d	135108.3388888889
-x		b	c	d	50037.45666666668
ay		c	d	e	42108.995555555564
by		c	d	e	37494.128888888896
cy		b	d	e	38691.80444444445
dy		b	c	e	35575.88111111111
ey		b	c	d	31695.365555555556
fy		b	c	d	21428.916666666668
gy		b	c	d	20318.62777777778
hy		b	c	d	15016.204444444445
iy		b	c	d	30329.664444444446
jy		b	c	d	55578.465555555566
ky		b	c	d	54094.97222222223
ly		b	c	d	54504.73444444445
my		b	c	d	52919.396666666675
ny		b	c	d	52583.32444444446
oy		b	c	d	50929.41444444446
py		b	c	d	57020.48000000002
ry		b	c	d	56431.7988888889
qy		b	c	d	57704.33333333335
sy		b	c	d	52695.925555555565
ty		b	c	d	53393.65000000001
uy		b	c	d	53627.577777777784
vy		b	c	d	56261.71444444445
wy		b	c	d	53043.81777777779
xy		b	c	d	51816.640000000014
yy		c	d	e	47566.44666666668
zy		b	c	d	51829.81777777779
 y		b	c	d	130243.20111111109
,y		b	c	d	131763.1411111111
.y		b	c	d	130932.31777777776
-y		b	c	d	47566.44666666668
az		c	d	e	42828.43888888889
bz		c	d	e	38213.572222222225
cz		b	d	e	39411.24777777778
dz		b	c	e	38871.56666666667
ez		b	c	d	34991.05111111111
fz		b	c	d	24724.60222222222
gz		b	c	d	23614.31333333333
hz		b	c	d	18311.890000000003
iz		b	c	d	33625.35
jz		b	c	d	58874.151111111125
kz		b	c	d	57390.65777777779
lz		b	c	d	57800.42000000001
mz		b	c	d	56215.082222222234
nz		b	c	d	55879.01000000002
oz		b	c	d	54225.10000000002
pz		b	c	d	60316.16555555558
rz		b	c	d	59727.48444444446
qz		b	c	d	61000.01888888891
sz		b	c	d	55991.611111111124
tz		b	c	d	56689.33555555557
uz		b	c	d	56923.26333333334
vz		b	c	d	60426.175555555565
wz		b	c	d	57208.278888888904
xz		b	c	d	55981.10111111113
yz		b	c	d	50832.435555555574
zz		c	d	e	50862.13222222224
 z		b	c	d	116380.36444444444
,z		b	c	d	117900.30444444444
.z		b	c	d	117069.4811111111
-z		b	c	d	50862.13222222224
a 		c	d	e	126049.92777777776
b 		c	d	e	121435.06111111109
c 		b	d	e	122632.73666666665
d 		b	c	e	118736.96999999997
e 		b	c	d	114856.45444444442
f 		b	c	d	104590.00555555553
g 		b	c	d	103479.71666666665
h 		b	c	d	98177.2933333333
i 		b	c	d	113490.75333333331
j 		b	c	d	138739.55444444442
k 		b	c	d	137256.0611111111
l 		b	c	d	137665.8233333333
m 		b	c	d	136080.48555555556
n 		b	c	d	135744.41333333333
o 		b	c	d	134090.50333333333
p 		b	c	d	140181.56888888887
r 		b	c	d	139592.88777777777
q 		b	c	d	140865.4222222222
s 		b	c	d	135857.01444444444
t 		b	c	d	136554.73888888888
u 		b	c	d	136788.66666666666
v 		b	c	d	140291.57888888888
w 		b	c	d	137940.26666666666
x 		b	c	d	136713.0888888889
y 		b	c	d	131564.42333333334
z 		b	c	d	118698.96888888889
  		c	d	e	130727.53555555554
, 		b	c	d	113569.01333333334
. 		b	c	d	113612.37777777779
- 		b	c	d	130727.53555555554
a,		c	d	e	124344.37888888887
b,		c	d	e	119729.5122222222
c,		b	d	e	120927.18777777776
d,		b	c	e	117031.42111111109
e,		b	c	d	113150.90555555554
f,		b	c	d	102884.45666666665
g,		b	c	d	101774.16777777777
h,		b	c	d	96471.74444444443
i,		b	c	d	111785.20444444442
j,		b	c	d	137034.00555555554
k,		b	c	d	135550.51222222223
l,		b	c	d	135960.27444444443
m,		b	c	d	134374.93666666665
n,		b	c	d	134038.86444444442
o,		b	c	d	132384.95444444445
p,		b	c	d	138476.02
r,		b	c	d	137887.3388888889
q,		b	c	d	139159.87333333332
s,		b	c	d	134151.46555555554
t,		b	c	d	134849.19
u,		b	c	d	135083.11777777778
v,		b	c	d	138586.02999999997
w,		b	c	d	136234.71777777775
